Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
33,DUSK,"Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends.",2018-12-10,PC,88,/game/pc/dusk,8.4,dusk,David Szymanski,"New Blood Interactive,New Blood Interactive","FPS,Retro,Action,Fast-Paced,Great Soundtrack,Horror,Gore,Shooter,Indie,Singleplayer,Multiplayer,First-Person,Violent,Atmospheric,Arena Shooter,Classic,Dark,Blood,Survival,Competitive","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",519860
34,Sekiro: Shadows Die Twice,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]",2019-03-22,PC,88,/game/pc/sekiro-shadows-die-twice,8.5,sekiroshadowsdietwice,FromSoftware,"Activision (Excluding Japan and Asia),FromSoftware (Japan),方块游戏 (Asia),Activision (Excluding Japan and Asia),FromSoftware (Japan),方块游戏 (Asia)","Souls-like,Difficult,Action,Singleplayer,Ninja,Stealth,Third Person,Adventure,Atmospheric,Violent,Dark Fantasy,Story Rich,Assassin,Great Soundtrack,Open World,Gore,Hack and Slash,RPG,Dark,Rhythm","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",814380
35,Kerbal Space Program,"In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science.",2015-04-27,PC,88,/game/pc/kerbal-space-program,8.2,kerbalspaceprogram,Squad,"Private Division ,Private Division ","Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Singleplayer,Open World,Exploration,Funny,Sci-fi,Difficult,Adventure,Replay Value,Strategy,Comedy","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Indie,Simulation",220200
36,Far Cry 3,"With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.",2012-12-04,PC,88,/game/pc/far-cry-3,8.4,farcry3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","Ubisoft,Ubisoft","Open World,FPS,Action,Adventure,Shooter,Stealth,Multiplayer,Hunting,First-Person,Singleplayer,Co-op,Sandbox,Survival,Story Rich,Masterpiece,Online Co-Op,Atmospheric,Colorful,Crafting,Nudity","Single-player,Multi-player,Co-op,Partial Controller Support","Action,Adventure",220240
37,Torchlight II,"Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world. Torchlight 2.",2012-09-20,PC,88,/game/pc/torchlight-ii,8.5,torchlightii,Runic Games,"Runic Games,Runic Games","RPG,Action RPG,Hack and Slash,Co-op,Dungeon Crawler,Loot,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Replay Value,Isometric,Steampunk,Atmospheric,Cartoon","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,Adventure,Indie,RPG",200710
38,XCOM 2,"20 years have passed since world leaders unconditionally surrendered to alien forces and XCOM, the world's last line of defense, was left destroyed and scattered. Now the aliens hold dominion over the Earth, building shining cities that promise a brilliant future for humanity on the surface, while hiding a sinister intent below and eliminating all who don't fall in like with their new order. Online those who live a the edges of the world have a modicum of freedom. Here, a force gathers once again to stand up for humanity. Consistently on the run, the remnant XCOM forces need to find a way to regroup, expose the nefarious truth behind the occupation, and eliminate the alien threat for good.",2016-02-05,PC,88,/game/pc/xcom-2,7.3,xcom2,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)","2K,Feral Interactive (Mac),Feral Interactive (Linux),2K,Feral Interactive (Mac),Feral Interactive (Linux)","Strategy,Turn-Based,Tactical,Turn-Based Strategy,Aliens,Sci-fi,Turn-Based Tactics,Character Customization,Singleplayer,Difficult,Multiplayer,Moddable,Futuristic,RPG,Action,Atmospheric,Perma Death,Great Soundtrack,Masterpiece,Co-op","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",Strategy,268500
39,Cuphead,"Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]",2017-09-29,PC,88,/game/pc/cuphead,8.4,cuphead,Studio MDHR Entertainment Inc.,"Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.","Difficult,Cartoon,Great Soundtrack,Platformer,Co-op,Hand-drawn,2D,Local Co-Op,Indie,Retro,Cartoony,Action,Bullet Hell,Multiplayer,Shoot 'Em Up,Side Scroller,Colorful,Singleplayer,Funny,Atmospheric","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",268910
40,Counter-Strike: Source,"Valve has taken a large selection of the maps from Counter-Strike 1.6 - Office, Havana, Italy, Aztec, Chateau, Cobble, Piranesi and of course eternal favourites Dust and Dust 2, and recreated them for the source engine. This means all new textures and major aesthetic changes with more complex buildings and scenery. In addition, the levels are scattered with objects that react realistically with the Source engine's physics engine. [GamersEurope.com] The game is available through Valve's Steam downloading service and is distributed with ""Half-Life 2.""",2004-10-07,PC,88,/game/pc/counter-strike-source,8.9,counterstrikesource,Valve,"Valve,Valve","Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,e-sports,Military,War,Strategy,Moddable,Difficult,Singleplayer,Atmospheric,Survival,Simulation,Sandbox","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK",Action,240
41,Sid Meier's Civilization VI,"Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against history’s greatest leaders to build a civilization that will stand the test of time.",2016-10-20,PC,88,/game/pc/sid-meiers-civilization-vi,7.0,sidmeierscivilizationvi,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)","Strategy,Turn-Based Strategy,Historical,Multiplayer,Turn-Based,Singleplayer,4X,Grand Strategy,War,Simulation,Tactical,Great Soundtrack,Moddable,Online Co-Op,City Builder,Co-op,Management,Hex Grid,Building,Atmospheric","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop",Strategy,289070
42,Monster Hunter: World,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]",2018-08-09,PC,88,/game/pc/monster-hunter-world,6.8,monsterhunterworld,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.,CAPCOM Co., Ltd.","Hunting,Co-op,Multiplayer,Action,Open World,RPG,Third Person,Adventure,Fantasy,Character Customization,Difficult,Action RPG,Singleplayer,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Action,582010
43,Pillars of Eternity II: Deadfire,"Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the dead Fire. Bend the world to your will, as you explore the depths of Infinite possibilities, including detailed character customization, total freedom of exploration, and more meaningful choices at every turn.",2018-05-08,PC,88,/game/pc/pillars-of-eternity-ii-deadfire,7.8,pillarsofeternityiideadfire,Obsidian Entertainment,"Versus Evil,Obsidian Entertainment,Versus Evil,Obsidian Entertainment","RPG,Party-Based RPG,Isometric,Fantasy,Story Rich,Singleplayer,Character Customization,CRPG,Choices Matter,Open World,Real-Time with Pause,Adventure,Pirates,Turn-Based,Great Soundtrack,Nudity,Exploration,Atmospheric,Romance,Female Protagonist","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",RPG,560130
44,DOOM Eternal,"DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",2020-03-20,PC,88,/game/pc/doom-eternal,8.8,doometernal,id Software,"Bethesda Softworks,Bethesda Softworks","Gore,Violent,Action,FPS,Great Soundtrack,Demons,Singleplayer,First-Person,Fast-Paced,Multiplayer,Shooter,Sci-fi,Masterpiece,Atmospheric,Story Rich,Post-apocalyptic,Horror,Adventure,Blood,Mature","Single-player,Multi-player,Online Multi-Player,Partial Controller Support",Action,782330
45,Night in the Woods,"Night In The Woods is a 2D story-focused adventure/exploration game with many extracurricular activities to enjoy, characters to meet, and secrets to discover. Run, jump and use astral projection to explore the many sides of town of Possum Springs and the surrounding environs. Waste time around town with your crew of loser friends. Gain abilities that grant passage to new areas. Discover the secrets of a large cast of characters and the town itself. Experience a big crazy world and the remarkable events unfolding there. Play bass. Break stuff.",2017-02-21,PC,88,/game/pc/night-in-the-woods,7.7,nightinthewoods,Infinite Fall,"Finji,Finji","Story Rich,Atmospheric,Great Soundtrack,Adventure,Female Protagonist,Indie,Singleplayer,Cute,Colorful,2D,Exploration,Mystery,Funny,Platformer,Drama,Side Scroller,Psychological Horror,Walking Simulator,Kickstarter,Horror","Single-player,Steam Achievements,Full controller support",Adventure,481510
